Rinkimø pavadinimas;Apygardos Nr.;Apygardos pavadinimas;Apylinkës Unikalus Numeris;Apylinkës nr.;Apylinkës pavadinimas;Savivaldybës pavadinimas;Viso rinkëjø sàraðe;"Ið viso balsavo apylinkëje
 (Pat.+Paðt.)";Rinkëjø iki 24 m. (Vyrø);Rinkëjø iki 24 m. (Moterø);Balsavo iki 24 m. (Vyrø);Balsavo iki 24 m. (Moterø);Rinkëjø 25 -  29 m. (Vyrø);Rinkëjø 25 - 29 m. (Moterø);Bals. iki 25 - 29 m. (Vyrø);Bals. iki 25 - 29 m. (Moterø);Rinkëjø 30 -  34 m. (Vyrø);Rinkëjø 30 - 34 m. (Moterø);Bals. iki 30 - 34 m. (Vyrø);Bals. iki 30 - 34 m. (Moterø);Rink. 35 - 44 m. (Vyrø);Rink. 35 - 44 m. (Moterø);Bals. 35 - 44 m. (Vyrø);Bals. 35 - 44 m. (Moterø);Rink. 45 - 54 m. (Vyrø);Rink. 45 - 54 m. (Moterø);Bals. 45 - 54 m. (Vyrø);Bals. 45 - 54 m. (Moterø);Rink. 55 - 64 m. (Vyrø);Rink. 55 - 64 m. (Moterø);Bals. 55 - 64 m. (Vyrø);Bals. 55 - 64 m. (Moterø);Rink. 65 - 74 m. (Vyrø);Rink. 65 - 74 m. (Moterø);Bals. 65 - 74 m. (Vyrø);Bals. 65 - 74 m. (Moterø);Rink. nuo 75 m. (Vyrø);Rink. nuo 75 m. (Moterø);Bals. nuo 75 m. (Vyrø);Bals. nuo 75 m. (Moterø)
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34024;24;Mikoliðkio;Pasvalio rajono savivaldybë;483;207;31;24;6;7;22;18;7;5;23;15;9;6;25;23;9;5;42;44;10;20;41;48;21;22;28;38;12;30;16;45;10;28
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34025;25;Deglënø;Pasvalio rajono savivaldybë;151;86;10;7;3;1;6;8;1;4;6;4;2;1;9;3;5;0;20;15;8;10;14;7;9;4;9;12;8;11;6;15;5;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34026;26;Kiemënø;Pasvalio rajono savivaldybë;275;116;16;11;3;3;18;15;1;5;10;10;0;1;15;12;3;6;27;37;10;16;26;23;12;13;13;15;9;10;8;19;6;18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34027;27;Namiðiø;Pasvalio rajono savivaldybë;367;203;26;15;11;3;12;16;5;7;22;14;9;5;23;20;9;9;35;31;21;16;32;28;25;17;21;22;12;14;12;38;8;32
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30028;28;Preièiûnø;Pakruojo rajono savivaldybë;210;112;16;10;3;3;10;9;0;5;7;7;3;4;13;15;9;8;32;18;17;9;18;13;13;10;7;12;5;8;6;17;4;11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34028;28;Rauboniø;Pasvalio rajono savivaldybë;569;248;29;22;9;7;29;20;5;5;25;25;6;8;51;28;13;13;52;61;13;23;43;44;21;24;32;39;24;28;26;43;21;28
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34029;29;Saloèiø;Pasvalio rajono savivaldybë;865;328;51;57;13;14;42;34;6;5;40;30;6;8;68;47;20;11;76;74;25;31;65;70;26;32;42;53;26;30;33;83;26;49
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34030;30;Þadeikoniø;Pasvalio rajono savivaldybë;153;87;5;13;2;8;6;7;3;3;8;5;0;2;6;7;1;3;15;12;5;10;18;12;10;6;8;8;7;6;5;18;5;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30030;30;Plauèiðkiø;Pakruojo rajono savivaldybë;269;136;16;9;6;3;13;9;3;3;13;6;2;4;17;15;6;6;24;23;7;13;25;28;19;17;12;25;7;15;13;21;9;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34031;31;Þilpamûðio;Pasvalio rajono savivaldybë;374;171;19;15;6;7;19;13;9;3;15;14;4;1;29;17;4;6;42;35;17;21;39;31;18;15;15;23;9;13;18;30;16;22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30032;32;Rozalimo;Pakruojo rajono savivaldybë;731;359;37;31;12;8;26;16;10;7;19;26;5;8;49;49;15;20;69;63;28;30;66;72;34;42;37;48;21;38;38;85;26;55
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34032;32;Grûþiø;Pasvalio rajono savivaldybë;355;140;31;33;5;8;18;7;8;3;14;11;3;3;21;28;4;9;34;25;7;10;25;28;14;13;12;21;7;14;10;37;8;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34033;33;Nairiø;Pasvalio rajono savivaldybë;301;137;16;14;5;6;13;9;6;3;15;10;4;3;28;16;9;6;28;23;12;9;34;24;17;14;13;21;10;9;11;26;7;17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30033;33;Staèiûnø;Pakruojo rajono savivaldybë;265;119;7;16;2;3;14;11;2;6;14;7;4;2;25;12;3;6;27;18;7;7;28;29;13;17;13;17;10;15;9;18;8;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34034;34;Tetirvinø;Pasvalio rajono savivaldybë;518;255;33;20;12;6;22;15;5;7;30;21;7;8;30;29;8;8;45;43;19;27;53;44;32;30;33;38;19;23;15;47;11;33
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30035;35;Ðukioniø;Pakruojo rajono savivaldybë;307;118;17;13;5;3;14;15;3;4;10;13;3;2;24;17;3;4;34;24;15;10;33;31;15;14;13;17;8;10;10;22;6;13
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;34035;35;Vaðkø;Pasvalio rajono savivaldybë;703;307;22;33;5;11;35;35;6;10;30;13;6;5;45;48;11;12;72;51;28;22;60;58;20;34;43;48;24;30;33;77;24;59
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );47;Þiemgalos rytinë;30039;39;Þvirbloniø;Pakruojo rajono savivaldybë;273;127;23;12;4;3;9;12;3;7;11;12;2;6;28;13;7;4;29;23;14;11;16;31;8;20;13;14;5;12;8;19;6;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6001;1;Atþalyno;Birþø rajono savivaldybë;2054;881;100;93;32;34;72;68;19;22;61;61;12;19;124;122;31;42;210;190;78;93;159;192;83;98;125;174;61;90;95;208;57;110
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23002;2;Alizavos;Kupiðkio rajono savivaldybë;460;202;23;19;6;3;17;22;4;6;12;9;4;4;35;21;8;4;46;34;14;13;43;40;25;25;25;33;11;20;20;61;13;42
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6002;2;Rotuðës;Birþø rajono savivaldybë;1268;652;57;31;13;8;52;41;21;16;37;36;10;17;58;49;20;21;96;125;40;58;112;131;49;74;63;109;46;71;67;204;47;141
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23003;3;Antaðavos;Kupiðkio rajono savivaldybë;486;228;27;22;9;9;23;15;4;3;18;13;4;4;47;31;16;10;38;36;15;16;40;34;17;21;25;30;16;15;25;62;23;46
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6003;3;Auðros;Birþø rajono savivaldybë;2171;1089;93;78;26;27;70;68;16;27;68;62;19;21;105;109;42;43;164;228;70;113;155;219;75;125;123;238;79;155;111;280;76;175
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6004;4;Saulës;Birþø rajono savivaldybë;2043;1067;76;99;24;41;58;68;15;27;55;52;22;23;108;113;33;48;133;188;57;98;148;198;70;112;125;224;77;153;114;284;82;185
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23004;4;Aukðtupënø;Kupiðkio rajono savivaldybë;671;334;27;30;10;12;24;14;5;6;28;23;5;12;47;35;15;17;73;53;37;23;62;65;25;33;47;43;30;31;32;68;23;50
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6005;5;Kaðtonø;Birþø rajono savivaldybë;2407;1152;117;116;33;43;97;93;31;31;93;93;19;28;116;136;35;46;231;267;96;148;241;292;139;167;112;157;73;91;70;176;49;123
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6006;6;Anglininkø;Birþø rajono savivaldybë;247;116;16;14;3;6;13;6;2;1;9;10;2;4;18;17;5;5;28;21;14;9;14;14;8;9;6;14;2;10;15;32;13;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6007;7;Kratiðkiø;Birþø rajono savivaldybë;447;218;17;22;7;6;22;18;5;2;24;15;6;6;37;34;13;13;43;41;18;18;33;40;23;27;14;25;10;18;19;43;15;31
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23007;7;Raèiupënø;Kupiðkio rajono savivaldybë;2265;1067;90;107;31;49;89;86;27;25;93;76;25;30;128;151;47;58;168;254;77;126;242;342;121;188;97;164;54;107;56;122;39;63
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23008;8;Kupos;Kupiðkio rajono savivaldybë;1605;792;75;63;25;24;47;42;16;18;60;35;23;15;84;90;33;35;122;168;42;85;116;169;51;90;94;163;54;114;65;212;45;122
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6008;8;Nausëdþiø;Birþø rajono savivaldybë;342;150;14;16;3;4;24;16;8;7;21;12;6;5;26;21;4;5;25;15;11;6;30;40;15;25;22;15;6;10;13;32;11;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6009;9;Obelaukiø;Birþø rajono savivaldybë;713;356;35;35;12;14;25;31;6;10;30;36;7;14;45;40;15;21;71;66;29;35;59;51;26;23;42;49;28;38;27;71;23;55
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23009;9;Senamiesèio;Kupiðkio rajono savivaldybë;1542;738;63;70;20;21;51;39;12;20;47;49;12;15;103;80;38;26;106;135;47;71;131;159;57;86;93;139;59;95;86;191;53;106
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6010;10;Rinkuðkiø;Birþø rajono savivaldybë;1407;594;69;58;17;18;63;44;11;11;62;60;16;16;96;98;28;30;123;114;43;55;148;139;68;86;65;92;31;49;65;111;44;71
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23011;11;Lukoniø;Kupiðkio rajono savivaldybë;371;155;23;22;5;7;16;10;2;3;17;5;6;1;20;18;3;6;46;36;16;18;37;28;17;15;19;21;7;13;10;43;8;28
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6011;11;Germaniðkio;Birþø rajono savivaldybë;395;163;28;14;7;2;16;15;2;6;37;11;7;6;18;25;5;12;41;39;16;17;38;33;19;19;14;22;7;14;8;36;7;17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6012;12;Nemunëlio Radviliðkio;Birþø rajono savivaldybë;619;256;34;28;9;6;34;25;7;6;32;23;6;4;34;34;8;15;51;48;14;27;65;67;29;39;34;47;18;27;19;44;12;29
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6013;13;Puèiakalnës;Birþø rajono savivaldybë;209;86;9;9;0;0;8;5;2;0;8;4;1;1;19;8;4;1;18;10;4;3;19;16;9;9;11;18;7;10;15;32;13;22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6014;14;Kirdoniø;Birþø rajono savivaldybë;610;262;34;42;9;15;33;26;5;11;30;15;5;2;30;31;6;14;56;60;21;27;50;54;24;30;29;32;15;22;26;62;21;35
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6015;15;Pabirþës;Birþø rajono savivaldybë;763;337;42;30;15;11;42;27;13;6;38;30;8;12;49;36;13;15;76;53;26;28;57;64;22;32;49;61;25;38;38;71;25;48
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23015;15;Paketuriø;Kupiðkio rajono savivaldybë;514;232;29;21;7;7;20;22;5;4;28;11;13;5;30;31;10;8;42;41;17;23;65;52;31;32;31;33;17;19;17;41;11;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6016;16;Paèeriaukðtës;Birþø rajono savivaldybë;393;127;34;17;4;1;20;20;4;6;17;10;0;5;26;18;4;2;42;43;12;17;34;35;16;12;18;23;11;12;8;28;4;17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23017;17;Salamiesèio;Kupiðkio rajono savivaldybë;503;219;29;30;8;11;22;19;7;6;14;17;4;4;33;28;11;8;46;43;17;21;49;41;25;20;25;35;13;19;22;50;12;33
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6017;17;Pasvalieèiø;Birþø rajono savivaldybë;403;162;21;19;6;6;13;14;3;3;19;9;4;2;30;24;5;7;52;35;14;13;32;21;16;9;18;34;6;21;20;42;17;30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6018;18;Juostavieèiø;Birþø rajono savivaldybë;318;157;17;17;6;5;13;17;7;5;13;8;3;4;28;13;6;5;35;26;16;18;27;22;15;11;12;19;10;12;13;38;9;25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23019;19;Skverbø;Kupiðkio rajono savivaldybë;403;174;24;24;9;10;22;10;5;1;16;10;4;3;35;23;5;7;30;30;12;14;36;40;15;24;22;24;14;10;14;43;10;31
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6019;19;Kuègalio;Birþø rajono savivaldybë;261;125;12;7;5;3;15;10;6;6;13;6;1;3;21;13;5;6;19;21;11;11;30;28;16;16;15;11;9;8;7;33;4;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23020;20;Subaèiaus;Kupiðkio rajono savivaldybë;784;457;38;34;17;15;21;24;7;10;31;25;14;9;45;45;14;23;57;62;26;37;62;70;34;42;40;65;31;54;57;108;45;79
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6020;20;Skrebiðkiø;Birþø rajono savivaldybë;222;105;17;14;3;4;9;6;2;3;12;5;5;1;11;8;1;3;26;17;9;11;17;21;10;15;16;21;12;13;4;18;2;11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6021;21;Kupreliðkio;Birþø rajono savivaldybë;300;123;17;7;1;1;15;15;2;4;11;10;5;2;21;17;6;3;25;27;4;13;32;31;11;19;14;20;7;14;14;24;11;20
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6022;22;Kvetkø;Birþø rajono savivaldybë;293;131;15;10;5;2;13;13;5;3;12;6;1;1;26;18;5;7;31;30;13;14;36;23;19;13;13;18;7;11;7;22;7;18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6023;23;Papilio;Birþø rajono savivaldybë;391;183;17;13;4;5;10;8;3;2;17;7;5;3;36;19;6;6;36;31;11;16;38;36;15;18;23;32;17;19;14;54;11;42
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;23024;24;Þaideliø;Kupiðkio rajono savivaldybë;323;152;14;18;3;4;19;15;3;6;13;12;1;2;29;17;8;7;38;24;20;10;28;25;16;17;16;20;14;16;10;25;8;17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6024;24;Medeikiø;Birþø rajono savivaldybë;513;211;32;25;4;6;30;18;6;7;22;18;5;2;36;26;8;10;48;44;22;16;45;43;16;21;27;34;15;20;14;51;10;43
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6025;25;Parovëjos;Birþø rajono savivaldybë;726;330;29;33;5;14;35;29;8;8;23;19;10;11;63;53;14;15;85;69;27;33;52;50;21;29;37;40;21;27;35;74;29;58
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6026;26;Uþuðiliø;Birþø rajono savivaldybë;331;154;12;10;4;3;14;12;3;3;16;9;5;7;31;20;9;7;42;23;15;10;23;36;10;16;18;20;12;18;12;33;8;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6027;27;Anèiðkiø;Birþø rajono savivaldybë;244;108;17;14;3;3;13;3;1;1;15;6;4;3;19;13;6;5;25;20;9;8;23;19;9;13;15;12;11;7;10;20;6;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6028;28;Jasiuliðkiø;Birþø rajono savivaldybë;253;129;15;14;5;5;19;12;6;4;10;9;2;5;15;10;7;5;23;25;9;12;27;20;14;11;10;15;9;12;10;19;9;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6029;29;Meilûnø;Birþø rajono savivaldybë;310;146;14;12;5;4;13;7;4;1;16;13;3;6;22;13;8;3;31;26;8;10;29;32;11;23;10;23;8;16;16;33;10;26
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6030;30;Ramongaliø;Birþø rajono savivaldybë;270;111;9;14;2;2;12;10;2;2;16;10;1;3;22;13;9;8;34;21;12;8;21;17;4;10;13;19;10;12;9;30;6;20
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6031;31;Ðukioniø;Birþø rajono savivaldybë;225;132;8;12;3;3;9;9;6;5;13;5;5;3;23;15;7;7;22;17;12;14;17;15;11;8;12;12;7;10;12;24;12;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );48;Sëlos vakarinë;6032;32;Vabalninko;Birþø rajono savivaldybë;815;441;40;39;9;15;28;31;8;10;27;24;4;9;42;39;12;13;62;76;32;48;77;70;41;47;49;69;31;50;35;107;28;84
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4001;1;Senamiesèio;Anykðèiø rajono savivaldybë;2681;1400;94;93;42;31;98;77;34;37;97;79;44;38;154;137;54;66;222;256;98;124;286;347;160;203;145;203;90;127;120;273;85;167
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4002;2;Janydþiø;Anykðèiø rajono savivaldybë;1378;709;49;46;19;12;32;40;7;20;53;44;15;17;70;75;23;29;97;106;44;59;123;138;61;81;61;132;37;82;87;225;62;141
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4003;3;Aþupieèiø;Anykðèiø rajono savivaldybë;1561;865;74;60;17;29;55;51;18;20;36;40;11;22;95;77;31;30;129;142;63;87;131;165;74;100;95;148;66;104;92;171;69;124
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4004;4;Liudiðkiø;Anykðèiø rajono savivaldybë;2414;1140;91;112;32;53;77;74;28;35;74;66;29;20;142;153;42;61;166;230;60;113;200;305;82;161;143;247;87;159;100;234;64;114
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4005;5;Piktagalio;Anykðèiø rajono savivaldybë;444;231;33;21;10;12;19;8;3;3;23;15;9;6;37;30;11;17;42;36;27;23;41;43;22;30;23;25;10;15;13;35;10;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4006;6;Aþuoþeriø;Anykðèiø rajono savivaldybë;471;233;21;29;7;9;19;13;7;0;23;20;4;9;39;23;14;11;51;38;26;17;53;48;31;34;14;29;7;16;16;35;16;25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4007;7;Elmos;Anykðèiø rajono savivaldybë;952;461;46;31;7;14;38;46;10;17;52;22;14;10;74;51;29;27;95;91;28;44;82;81;38;50;48;57;36;43;41;97;27;67
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4008;8;Burbiðkio;Anykðèiø rajono savivaldybë;542;285;15;28;4;12;17;18;5;7;29;12;10;5;33;31;11;12;58;46;29;24;47;53;24;32;38;35;23;22;22;60;17;48
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4009;9;Ðlavënø;Anykðèiø rajono savivaldybë;389;165;16;12;5;5;15;14;1;6;26;23;8;7;27;14;11;8;44;41;12;19;41;31;20;15;20;20;9;8;13;32;8;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4010;10;Debeikiø;Anykðèiø rajono savivaldybë;1060;437;37;32;8;11;40;29;10;4;42;24;13;5;82;57;27;24;122;84;46;33;114;103;54;51;68;74;37;39;51;101;19;56
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4011;11;Leliûnø;Anykðèiø rajono savivaldybë;329;172;20;18;5;4;7;10;1;4;20;11;7;4;22;21;8;6;25;35;11;23;33;36;18;23;13;10;10;7;15;33;15;26
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4012;12;Kavarsko;Anykðèiø rajono savivaldybë;712;351;24;24;10;11;18;15;6;5;27;16;6;2;45;31;15;8;65;55;18;29;61;59;24;30;47;69;27;51;43;113;30;79
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4013;13;Dabuþiø;Anykðèiø rajono savivaldybë;210;85;8;6;2;4;8;5;2;2;11;11;1;4;18;12;5;3;24;16;8;8;17;18;6;7;9;10;4;4;8;29;5;20
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4014;14;Januðavos;Anykðèiø rajono savivaldybë;546;215;12;17;1;8;26;16;9;5;30;23;5;3;46;29;11;12;55;44;14;15;55;43;20;19;38;29;19;19;15;68;14;41
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4015;15;Svirnø;Anykðèiø rajono savivaldybë;357;152;14;12;0;5;17;17;3;5;21;8;2;1;34;25;8;5;35;33;11;16;37;28;18;14;15;21;11;18;8;32;8;27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4016;16;Ðeriø;Anykðèiø rajono savivaldybë;284;110;7;12;0;3;6;11;1;2;9;16;1;3;22;18;4;5;19;20;5;8;32;32;15;15;18;23;9;13;11;28;7;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4017;17;Ðoveniø;Anykðèiø rajono savivaldybë;126;66;5;4;2;3;6;3;4;1;4;6;1;3;8;7;1;4;23;10;9;7;9;6;7;2;5;12;3;8;5;13;4;7
